"id","round","cageid","FCbox","PPIbox","methcage","methcycle","discard","mixup","earpunch","glucoseage","methage","FCage","PPIage","sacage","bw0","bw1","bw2","bw3","PPIweight","sacweight","BMD","TA","EDL","gastroc","plantaris","soleus","tibia","abnormalbone","experimenters","testisweight","taillength","fastglucose","PreTrainD1","AvToneD1","AvContextD2","AvAltContextD3","AvToneD3","D3.180","D3.240","D3.300","D3.360","p120b1","p120b2","p120b3","p120b4","pp3b1","pp3b2","pp3avg","pp6b1","pp6b2","pp6avg","pp12b1","pp12b2","pp12avg","pp3PPIb1","pp3PPIb2","pp3PPIavg","pp6PPIb1","pp6PPIb2","pp6PPIavg","pp12PPIb1","pp12PPIb2","pp12PPIavg","PPIavg","startle","avgnostim","D1totaldist0to15","D1totaldist15to30","D1totaldist0to30","D2totaldist0to15","D2totaldist15to30","D2totaldist0to30","D3totaldist0to15","D3totaldist15to30","D3totaldist0to30","D1TOTDIST5","D1TOTDIST10","D1TOTDIST15","D1TOTDIST20","D1TOTDIST25","D1TOTDIST30","D2TOTDIST5","D2TOTDIST10","D2TOTDIST15","D2TOTDIST20","D2TOTDIST25","D2TOTDIST30","D3TOTDIST5","D3TOTDIST10","D3TOTDIST15","D3TOTDIST20","D3TOTDIST25","D3TOTDIST30","D1ctrtime0to15","D1ctrtime0to30","D2ctrtime0to15","D2ctrtime0to30","D3ctrtime0to15","D3ctrtime0to30","D1hact0to15","D1hact0to30","D1vact0to15","D1vact0to30","D2hact0to15","D2hact0to30","D2vact0to15","D2vact0to30","D3hact0to15","D3hact0to30","D3vact0to15","D3vact0to30","abBMD","pretrainbin","d1tonebin","altcontextbin","deaf","mwpc","FCbox1","FCbox2","FCbox3","FCbox4","PPIbox1","PPIbox2","PPIbox3","PPIbox4","PPIbox5","methcage1","methcage2","methcage3","methcage4","methcage5","methcage6","methcage7","methcage8","methcage9","methcage10","methcage11","methcage12","SW1","SW2","SW3","SW4","SW5","SW6","SW7","SW8","SW9","SW10","SW11","SW12","SW13","SW14","SW15","SW16","SW17","SW18","SW19","SW20","SW21","SW22","SW23","SW24","SW25"
"26713","SW19",1333405,"1","1","5","4","no","no","R",35,55,62,75,91,24.5,32.8,32,32,34.9,38.4,1.84757265914211,55.5,12.9,162.2,17.3,7.4,18.65,"0","ALwithSL",0.1984,9,128,-1.97006604076338,-1.17609125905568,-0.898758443393396,-1.83840871908939,-0.284392790003401,-0.140178703165037,-0.921467681203336,-0.261229255969296,-0.0225884038971819,245,189.33,219.83,196.83,186.6,160.6,173.6,146.6,107.4,127,76.6,64.6,70.6,0.0144,0.2694,-0.78155550651423,0.2257,0.5114,-0.233749246673143,0.5954,0.7061,0.270373309231289,-0.199566450033155,204.58,5.38,2222,1453,3675,2487,704,3191,9720,13718,23438,1131,671,420,528,157,768,1577,526,384,468,0,236,2720,3372,3628,4246,4902,4570,-0.634766261881209,-0.659522848516063,-0.95477894043873,-1.18649401945545,-0.821324745753722,-0.693434577531937,3719,6533,-0.204433665935653,-0.261440282393098,3581,5001,-0.563862104789125,-0.80461976631494,8805,20558,-0.338498728508951,-0.600553592030947,"0","1","1","1","0",0.225710963721887,"1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"26714","SW19",1333405,"2","3","6","4","no","no","R",35,55,62,75,91,24.1,30.1,29.6,29.5,32,33.6,1.88817949391832,64.1,13.3,165.9,20.7,8.5,17.95,"0","ASLwithSL",0.198,9.3,142,-1.66019143807472,-1.30991271245604,-1.23423425013768,-1.96594423139219,-0.549418877787943,-0.542116155752753,-0.477121254719662,-0.694814044564861,-0.502986755822435,226.17,117,125.33,123,90.4,74.4,82.4,67.2,59.2,63.2,48.4,44.4,46.4,0.2274,0.4064,-0.333562046144505,0.4256,0.5277,-0.0405055828126232,0.5863,0.6457,0.205249487796895,-0.0523523592034746,121.17,5,4181,1980,6161,4424,2835,7259,14122,17224,31346,1908,1240,1033,924,773,283,2003,1285,1136,1023,1045,767,3812,4878,5432,6041,6011,5172,-0.685558420158119,-0.719262334022085,-0.931661670906719,-0.877307949842815,-0.906029201371772,-0.893162670012412,6384,9840,0.100820645071331,0.0725506671486117,5707,9709,0.338498728508951,0.204433665935653,12410,26369,-0.400645902047962,-0.527492250085701,"0","1","1","1","0",-1.39605270314853,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"26715","SW19",1333405,"3","4","7","4","no","no","L",35,55,62,75,91,24.3,31,29.7,30.5,31.5,30.9,1.93145787068901,58.6,14.2,149.6,17.7,7.5,18.44,"0","SSwithVL",0.1653,9.2,134,-1.99563519459754,-0.996903837577604,-1.99563519459754,-0.921467681203336,0.251197506787211,0.397332178647131,0.881994275786154,-0.0696359281413944,0.00694885995532782,305,275.83,191.83,78.17,198.2,94.4,146.3,206.6,138.2,172.4,114.2,75.8,95,0.2815,0.5079,-0.185703547517037,0.251,0.2796,-0.442372789862047,0.586,0.6049,0.16778295187592,-0.142854256735188,233.83,4.88,1997,1126,3123,1280,617,1897,7821,13499,21320,850,670,477,382,551,193,780,453,47,310,180,127,1557,2438,3826,4112,4894,4493,-0.646229853953713,-0.851307897119495,-1.05288938689686,-1.22998929641332,-0.861203504757321,-0.792189986537078,2079,3496,-0.527492250085701,-0.596053056257225,1510,2410,-0.800515907361516,-0.879177829586531,5044,12656,-0.505910342357561,-0.474551457387919,"0","0","1","1","0",-0.133678377980968,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"26716","SW19",1333405,"4","5","8","4","no","no","L",35,55,62,75,91,26.4,33.2,31.5,32.5,33.2,32.1,1.8926510338773,72.3,14.8,161.5,21.2,10,18.42,"0","SSwithVL",0.2004,9.6,117,-1.99563519459754,-1.99563519459754,-1.3318706804101,-1.99563519459754,-1.17831984371201,-1.11675736527457,-1.73683898268364,-0.849082421005845,-1.44045926899351,314.67,222.33,194,317.5,135.8,143.6,139.7,118,63.2,90.6,55.8,92.6,74.2,0.3892,0.2598,-0.318410652221661,0.4693,0.6742,0.125420117817703,0.749,0.5227,0.24216814604967,0.0185906420956019,208.17,6,1956,864,2820,1963,427,2390,5476,8541,14017,1107,518,331,218,471,175,1158,484,321,315,112,0,1180,1691,2605,2576,3422,2543,-1.12116605896836,-1.30645667728448,-1.18147343305356,-1.40537570030551,-0.627852653610195,-0.779616749052579,3445,5270,-0.461814137875679,-0.653654994182344,3293,4323,-0.436868372019141,-0.725567772829813,6443,14779,-0.136219747017989,-0.00193020087463734,"0","0","0","0","0",-2.73158153849796,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"26717","SW19",1333406,"1","1","9","4","no","no","R",35,55,62,75,91,21.5,25.5,25.2,25.4,27,30.2,NA,51.9,9.9,119.6,13.4,7.4,17.93,"0","SSwithVL",0.1272,8.2,130,-1.99563519459754,-1.19651906286382,-0.972897264957369,-1.04902882881752,-0.847086798987709,-1.06069784035361,-0.612999977391975,-0.753327666658611,-1.11675736527457,40.67,9.17,5,5.33,14.6,11.6,13.1,10,6,8,5.8,5.4,5.6,-0.5927,-1.32,-1.99563519459754,-0.0909,-0.2,-1.99563519459754,0.3673,-0.08,-0.775522218716119,-1.99563519459754,7.08,5.38,2139,992,3131,1479,872,2351,3146,7258,10404,963,555,621,532,222,238,778,316,385,148,532,192,754,985,1407,2127,2656,2475,-0.977243810194674,-0.98826691801948,-1.16188409793671,-1.23090897913517,-1.11311256394846,-1.11093820073716,3404,5245,-0.981738683025683,-1.16188409793671,2691,4143,-1.52653808466358,-1.58127175734844,3709,10511,-1.99563519459754,-1.99563519459754,NA,"0","1","1","1",3.10538748800546,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"26718","SW19",1333406,"2","3","10","4","no","no","R",35,55,62,75,91,28.5,35.8,35.4,36.1,38.5,43.1,1.91434315711944,58.5,12.3,144.6,16.2,11.2,18.69,"0","SSwithVL",0.2161,9,117,-1.20430459242784,-1.10119623595106,-1.53416916608605,-1.37014058298401,-0.855515196757112,-0.777644784458136,-0.746552264311941,-0.72339887147746,-1.44045926899351,289.17,258.83,251.33,199.17,169.4,193.4,181.4,159.2,127.6,143.4,97.6,144.2,120.9,0.3455,0.2305,-0.393087505877625,0.3849,0.4923,-0.107203780956916,0.6229,0.4263,0.0427691088621732,-0.145353865473614,255.08,5.13,2854,2181,5035,3204,2133,5337,8765,17201,25966,1302,788,764,977,779,425,1402,952,850,781,678,674,2143,2438,4184,5309,5986,5906,-0.809582009585445,-0.9077509258453,-0.921972929818202,-0.711068614440776,-0.678111655645964,-0.648481174116853,4936,8579,-0.403019534201312,-0.459288477584646,4772,8439,-0.414973347970818,-0.504580162604788,8832,23043,-0.62973141792582,-0.970571292975449,"0","1","1","1","0",-0.0291642285700542,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"26720","SW19",1333406,"4","5","12","4","no","no","L",35,55,62,75,91,26.6,30.8,30.5,31.2,33,35.9,1.91169015875386,52.7,11.7,126.7,15.5,8.2,18.17,"0","SSwithVL",0.1531,8.7,110,-1.35062018388815,-1.35488912004496,-0.649190259747022,-1.09359066769121,-0.236737645765266,-0.0156362902137903,-0.188796140699831,-0.461055690429281,-0.313467311563691,346,197.83,237,102,183.4,124.8,154.1,90.6,113.4,102,55.6,63.4,59.5,0.073,0.4734,-0.424934223626502,0.542,0.5215,0.0553169236349428,0.719,0.7325,0.422531315477013,0.0177216734850759,217.42,4.75,3322,1431,4753,2872,1260,4132,7139,20215,27354,1460,1284,578,684,540,207,1580,779,513,618,68,574,1033,1906,4200,6376,6510,7329,-0.868049786634633,-0.886008413372599,-1.00775307753865,-1.06497715724291,-0.776464667751707,-0.792391689498253,3984,6362,-0.749554450205472,-0.984567256426601,3761,6084,-1.16995271895225,-1.3324384599156,6141,19215,-1.49335845359035,-1.77085201164214,"0","1","1","1","0",1.82347300918058,"0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"42221",NA,NA,NA,"1",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,22.33,20,25.17,14.2,17,15.6,18.8,49.6,34.2,18.6,4.8,11.7,0.3642,0.15,-0.460828281705835,0.1582,-1.48,-1.99563519459754,0.1672,0.76,-0.0633453418880029,-1.69241731278539,21.17,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42222",NA,NA,NA,"3",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.67,73,76,77,30.2,43.2,36.7,29,25.4,27.2,18.2,20.2,19.2,0.5863,0.4316,0.0154625167416908,0.6027,0.6658,0.239169751059419,0.7507,0.7342,0.459692104523031,0.2285324772778,74.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42223",NA,NA,NA,"4",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,310.83,282.67,283.33,103,95.2,99.1,54,66.6,60.3,23.8,32,27.9,0.6686,0.6632,0.299532539254413,0.8263,0.7644,0.58941313979025,0.9234,0.8868,0.979430352467357,0.57227298807138,296.75,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42224",NA,NA,NA,"5",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,16.17,18.17,17.17,5.4,7.8,6.6,3.6,4,3.8,3.6,3.2,3.4,0.666,0.5706,0.209477086549776,0.7773,0.7798,0.546136782839439,0.7773,0.8239,0.603690431793449,0.4374838426689,17.17,10.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42402","SW1",1255585,NA,"2",NA,NA,"no","no","L",33,46,58,69,86,24.5,30.4,29.5,30.4,34.6,36.8,1.84757265914211,63.2,12.7,167.4,21,10.3,18.47,"0","SLwithVL",0.19,9,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.17,31.33,47.17,75.5,13.6,15.6,14.6,17.2,5,11.1,6.6,8.4,7.5,0.566,0.6693,0.208189403723617,0.4511,0.894,0.312480984346644,0.7894,0.8219,0.617423196955305,0.365085333323015,39.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"1",-1.64360376060537,NA,NA,NA,NA,"0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42403","SW1",1255585,NA,"3",NA,NA,"no","no","R",33,46,58,69,86,19,25.8,25.9,25.8,30.5,NA,1.98272338766855,46,10.9,80.7,14.2,8.9,17.56,"0","SLwithVL",0.1589,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.33,36.33,37.83,28.33,20.8,22,21.4,11.6,11.8,11.7,8.8,9.8,9.3,0.4275,0.4185,-0.134835445780689,0.6807,0.6881,0.33617300633168,0.7578,0.741,0.475732622099648,0.210581533920647,37.08,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",3.80997008359977,NA,NA,NA,NA,"0","0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42404","SW1",1255585,NA,"4",NA,NA,"no","no","L",33,46,58,69,86,22.7,28.6,28,28,30.6,31.7,2.03622954408629,57.9,12.1,121.3,17.1,9.6,18.34,"0","SLwithVL",0.181,9.5,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.33,184.33,135.17,123.17,118.4,103.6,111,112.2,49,80.6,90.6,77.2,83.9,0.3577,0.2335,-0.377114917572451,0.3913,0.6375,0.0250222818489644,0.5085,0.4289,-0.054444862389527,-0.129147098531796,159.75,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"0",0.905553232516031,NA,NA,NA,NA,"0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42405","SW1",1255586,NA,"1",NA,NA,"no","no","R",33,46,58,69,86,21.4,27.2,26.9,26.6,31.7,36.8,1.85853719756964,54.8,13.9,139.4,17.8,8.8,18.24,"0","SLwithVL",0.1905,8.6,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.33,143.5,107.5,96.33,122,75.2,98.6,79.4,55.4,67.4,38.8,40.4,39.6,0.1498,0.3005,-0.536870165892459,0.4467,0.4847,-0.0596789362501746,0.7296,0.6242,0.321187556079614,-0.0768091337039422,125.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",0.194788332382588,NA,NA,NA,NA,"1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42406","SW1",1255586,NA,"2",NA,NA,"no","no","L",33,46,58,69,86,23.7,29.2,29.3,29.7,32.4,NA,1.87098881376058,64.3,13.6,156.9,17.1,9,18.03,"0","SLwithVL",0.2047,8.5,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.83,29.67,77.83,75.5,16.4,45.6,31,7.2,25.6,16.4,4.8,10.2,7.5,0.4472,0.4141,-0.121166312048947,0.7573,0.6711,0.397757621401811,0.8382,0.869,0.76571332969404,0.299923014602488,53.75,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",-0.807854894381788,NA,NA,NA,NA,"0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42407","SW1",1255586,NA,"3",NA,NA,"no","no","R",33,46,58,69,86,23,29.7,30.3,30.4,33.9,37,1.89486965674525,60.8,12.4,111.8,15.7,10.2,18.69,"0","SLwithVL",0.1736,9,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.83,226.33,244.67,244.17,178.6,214.6,196.6,133.8,116.6,125.2,67.6,138.6,103.1,0.2109,0.1229,-0.698240797790673,0.4088,0.5234,-0.0589808179253233,0.7013,0.4335,0.117802816356761,-0.175910310558458,235.5,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",0.942528106862178,NA,NA,NA,NA,"0","0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42408","SW1",1255586,NA,"4",NA,NA,"no","no","L",33,46,58,69,86,23.5,31.3,31.6,31.7,36,36.9,1.89707700320942,65.1,14.5,165.2,18.4,9.6,18.38,"0","SLwithVL",0.1758,8.1,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,266.33,103,65.5,220.8,70.2,145.5,131.6,58.8,95.2,124.4,56.2,90.3,0.171,0.3184,-0.489485515345378,0.5059,0.4291,-0.0565379969022387,0.5329,0.4544,-0.0111185459841134,-0.172475130903941,184.67,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",-1.68745724970566,NA,NA,NA,NA,"0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42409","SW1",1255587,NA,"1",NA,NA,"no","no","R",33,46,58,69,86,23.8,30.6,30.6,31,34.1,37.9,1.82994669594164,66,16.2,186.1,21,9.1,18.5,"0","SLwithVL",0.1751,8.4,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.67,38.17,38.33,22.5,13.6,10,11.8,20,23.2,21.6,12.6,5,8.8,0.6437,0.7391,0.350333453479258,0.476,0.3948,-0.112852449105825,0.6699,0.8696,0.524027548595248,0.235242766601502,38.25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",-3.09985626916184,NA,NA,NA,NA,"1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42410","SW1",1255587,NA,"2",NA,NA,"no","no","L",33,46,58,69,86,21.4,29.1,29,29,34.6,36.4,1.84260923961056,52,10,129,15.1,7.2,18.15,"0","ALwithASL",0.1512,8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,54.67,45,9.67,28.6,24.4,26.5,17.6,17,17.3,13.4,11.6,12.5,0.4768,0.4578,-0.0568869157605163,0.678,0.6222,0.269036223556574,0.7549,0.7422,0.473884549428464,0.216298584853593,49.83,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",2.59841776283874,NA,NA,NA,NA,"0","1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42412","SW1",1255587,NA,"4",NA,NA,"no","no","L",33,46,58,69,86,22.9,28.3,28.5,28.5,32.5,35.9,1.85003325768977,60.3,10.8,137.2,17.1,9.4,18.6,"0","SLwithVL",0.1586,8.3,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.5,31.17,26.17,66.17,21.2,14.2,17.7,20,8.8,14.4,16.8,8.8,12.8,0.3198,0.4573,-0.196822638126306,0.3583,0.6637,0.0191120410110925,0.461,0.6637,0.108791536896289,-0.0220669060591046,28.67,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",0.736031574962272,NA,NA,NA,NA,"0","0","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42413","SW1",1255588,NA,"1",NA,NA,"no","no","R",33,46,58,69,86,22.9,27.5,28.2,28,31.8,32.6,1.91698004732038,56.6,11.9,142.8,14.3,10.1,18.86,"0","SLwithVL",0.1647,8.9,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.5,75.83,65,47.17,25,16.6,20.8,11,10.6,10.8,7.4,12,9.7,0.6703,0.7446,0.383600573778128,0.8549,0.8369,0.739516386241236,0.9024,0.8154,0.784415588986913,0.613275626121349,70.42,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99563519459754,-1.99563519459754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,"0",0.818236120009323,NA,NA,NA,NA,"1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
